"IdSistema","Codigo","Nombre","IdZonaGeo","Codigo2","Nombre3","UMonetariaPorDefecto","IdZonaHoraria","IdCiudad","IdZonaGeo4","Codigo5","Nombre6","IdUsuario","Nombre7","IdZonaFisica","IdCiudad8","Codigo9","Nombre10","latitud","Longitud","zoom","IdPqLogico","IdSistema11","IdCiudad12","Direccion","Observaciones","IdZonaFisica13","Maquina","Alias","latitud14","Longitud15","zoom16"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4755","2","1","Av.Pablo Iglesias,90 esq. c/Alejandro Rguez 39","Etra-Normal-Vea","32","7471","106120355","40.45642","-3.712089","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4756","2","1","C/ Doctor Santero, 13 frente al nº 12","Etra-Normal-Vea","32","7472","106120356","40.447633","-3.705488","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4757","2","1","Adela Balboa,7 esquina Doctor Santero(fotocopias)","Etra-Normal-Vea","32","7473","106120357","40.448212","-3.707097","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4758","2","1","C/Juan de Encina esquina c/Castillejos","Etra-Normal-Vea","32","7474","106120358","40.456116","-3.706557","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4759","2","1","C/ Jerónima Llorente , 18","Etra-Normal-Vea","32","7475","106120359","40.455608","-3.705932","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4760","2","1","C/ Santa Juliana, 9","Etra-Normal-Vea","32","7476","106120360","40.452377","-3.704345","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4761","2","1","C/Santa Juliana nº23 esquina c/Francisco Salas","Etra-Normal-Vea","32","7477","106120361","40.452461","-3.705433","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4762","2","1","C/ Santa Juliana, 1","Etra-Normal-Vea","32","7478","106120362","40.452349","-3.703337","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4763","2","1","C/ Garellano, 1 (frente nº4)","Etra-Normal-Vea","32","7479","106120363","40.447939","-3.706057","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4764","2","1","C/Almansa nº32 esquina c/Garellano,frente nº15","Etra-Normal-Vea","32","7480","106120364","40.448808","-3.705872","0"
